class,precision,recall,f1,support
Abuse,0.0004360148245040331,0.006734006734006734,0.000819000819000819,297.0
Assault,0.016683518705763397,0.0621001129092962,0.02630110783454212,2657.0
Fighting,0.12967345007098913,0.22258326563769293,0.1638755980861244,1231.0
Normal_Videos,0.0,0.0,0.0,64952.0
Robbery,0.009791970584121021,0.5868263473053892,0.01926252063841497,835.0
Shooting,0.18658280922431866,0.26828309305373527,0.22009569377990432,7630.0
