class,precision,recall,f1,support
Abuse,0.0,0.0,0.0,297.0
Assault,0.0,0.0,0.0,2657.0
Fighting,0.00831916164912442,0.14703493095044678,0.015747346441621717,1231.0
Normal_Videos,0.0,0.0,0.0,64952.0
Robbery,0.00969491889569234,0.43233532934131735,0.018964566205248088,835.0
Shooting,0.10680818512143814,0.14639580602883356,0.12350729765590447,7630.0
