class,precision,recall,f1,support
Abuse,0.012987012987012988,0.050505050505050504,0.02066115702479339,297.0
Assault,0.0,0.0,0.0,2657.0
Fighting,0.0021635655560363477,0.008123476848090982,0.0034170510849137197,1231.0
Normal_Videos,0.9167634360577639,0.9480693435152112,0.9321536155977052,64952.0
Robbery,0.03395784543325527,0.10419161676646707,0.05122166617603768,835.0
Shooting,0.6979310344827586,0.06631716906946265,0.12112507480550569,7630.0
