epoch,train_loss,train_acc,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_video_loss,val_video_acc,val_video_balanced_acc,val_video_macro_f1,val_video_weighted_f1,val_num_videos,monitor_name,monitor_score,lr_group0,lr_group1,did_unfreeze,val_video_macro_recall
1,1.0765162172535134,0.6346959070449073,1.8971159750204278,0.3368532206969377,0.394386317948256,0.332073607865478,0.2988949119822001,1.8968954479052373,0.5869565217391305,0.4648451730418944,0.39905202821869484,0.628966816195077,92,video_macro_recall,0.4648451730418944,0.0001,nan,0,0.4648451730418944
2,0.7002915195878183,0.7669841934470847,2.235371743487204,0.3323653643083421,0.3899731470329306,0.324848108004485,0.28746833851786413,2.228964793266691,0.5434782608695652,0.38050351288056206,0.3396946896946897,0.5739407869842653,92,video_macro_recall,0.38050351288056206,0.0001,nan,0,0.38050351288056206
3,0.5698147297722874,0.8139066261907254,2.405075634419603,0.3405491024287223,0.3953767168815974,0.34046272242659215,0.3042912674056655,2.4033707593033657,0.6086956521739131,0.4183255269320843,0.372224678259161,0.6471083368572124,92,video_macro_recall,0.4183255269320843,0.0001,nan,0,0.4183255269320843
4,0.1739018463666035,0.9481838166021145,4.065154657444455,0.3291974656810982,0.38171180783734,0.31709151060776025,0.2791999173499176,4.068907013412765,0.6739130434782609,0.34375487900078067,0.34495798319327725,0.6757855316039459,92,video_macro_recall,0.34375487900078067,1e-05,0.0001,1,0.34375487900078067
5,0.035153724686179756,0.9894274050036638,4.988489239621187,0.3115100316789863,0.3713499037029951,0.28126147319956146,0.24291404409091133,5.013634331752532,0.6956521739130435,0.3575526932084309,0.3386451301832208,0.678388746803069,92,video_macro_recall,0.3575526932084309,1e-05,0.0001,1,0.3575526932084309
6,0.021633858628188677,0.9936407411284414,4.892893602377258,0.3149419218585005,0.3718026973249142,0.3043537547582759,0.26158610349383776,4.861319920581145,0.7282608695652174,0.36574941451990634,0.3728494623655914,0.7175315568022441,92,video_macro_recall,0.36574941451990634,1e-05,0.0001,1,0.36574941451990634
